Client,Round,R² Score
Client 2,2012_2,0.8699139593525197
Client 2,2012_3,0.9068544523324283
Client 2,2012_4,0.8881558811683269
Client 2,2012_5,0.886797880125439
Client 2,2012_6,0.8909061790686121
Client 2,2012_7,0.9064081385090862
Client 2,2012_8,0.8321007308952535
Client 2,2012_9,0.9029573131805846
Client 2,2012_10,0.9305347686146614
Client 3,2010_2,0.8635199448839259
Client 3,2010_3,0.9756252372800115
Client 3,2010_4,0.9588068716950109
Client 3,2010_5,0.9612243814202133
Client 3,2010_6,0.9779685325149391
Client 3,2010_7,0.9786902872869878
Client 3,2010_8,0.9754422163694062
Client 3,2010_9,0.9653496484557408
Client 3,2010_10,0.9787426023222718
Client 3,2010_11,0.9641158939717318
Client 3,2010_12,0.9405682591959836
Client 3,2011_1,0.9766154368304297
Client 3,2011_2,0.9768838602649752
Client 3,2011_3,0.9780656447009776
Client 3,2011_4,0.9706698743317806
Client 3,2011_5,0.9654241306103907
Client 3,2011_6,0.9572648254076779
Client 3,2011_7,0.9802972720279937
Client 3,2011_8,0.9618806405938898
Client 3,2011_9,0.9274200718138281
Client 3,2011_10,0.974662252354042
Client 3,2011_11,0.9671495076990239
Client 3,2011_12,0.9324315039747522
Client 3,2012_1,0.9853858542206285
Client 3,2012_2,0.9753546830360337
Client 3,2012_3,0.9813638543617828
Client 3,2012_4,0.94862870994149
Client 3,2012_5,0.970682774400306
Client 3,2012_6,0.9544101949097488
Client 3,2012_7,0.9712420937926883
Client 3,2012_8,0.9818702912343705
Client 3,2012_9,0.9606767364954977
Client 3,2012_10,0.9819894048771276
Client 4,2010_2,0.9634808731579925
Client 4,2010_3,0.9715816910686126
Client 4,2010_4,0.934430284425805
Client 4,2010_5,0.9606576424585211
Client 4,2010_6,0.9476866312665476
Client 4,2010_7,0.9156425615082113
Client 4,2010_8,0.9772158613835854
Client 4,2010_9,0.9236156918545962
Client 4,2010_10,0.9604493171413857
Client 4,2010_11,0.9262553226068391
Client 4,2010_12,0.8812931388985121
Client 4,2011_1,0.943722021981776
Client 4,2011_2,0.9491271491359705
Client 4,2011_3,0.9627654886572963
Client 4,2011_4,0.9013680341551812
Client 4,2011_5,0.9336616186256896
Client 4,2011_6,0.9457952690764021
Client 4,2011_7,0.9575729355375798
Client 4,2011_8,0.9602504503166238
Client 4,2011_9,0.9314059588728539
Client 4,2011_10,0.9397313478425865
Client 4,2011_11,0.9086209197334857
Client 4,2011_12,0.8762465132888979
Client 4,2012_1,0.938324482756592
Client 4,2012_2,0.9498306584788441
Client 4,2012_3,0.931011157240305
Client 4,2012_4,0.9052613631017964
Client 4,2012_5,0.9246455541736915
Client 4,2012_6,0.9190774202235533
Client 4,2012_7,0.9426193203563078
Client 4,2012_8,0.956784238591802
Client 4,2012_9,0.9299370390715886
Client 4,2012_10,0.9543432106803913
Client 5,2010_2,0.9492608314512853
Client 5,2010_3,0.9533595783152982
Client 5,2010_4,0.8812913423804807
Client 5,2010_5,0.9072869775155933
Client 5,2010_6,0.9527293410085156
Client 5,2010_7,0.952061642826025
Client 5,2010_8,0.9411594366437702
Client 5,2010_9,0.9509989280613329
Client 5,2010_10,0.9633063997695472
Client 5,2010_11,0.9232153241315952
Client 5,2010_12,0.8465605900062543
Client 5,2011_1,0.9500568841326497
Client 5,2011_2,0.9504169469050495
Client 5,2011_3,0.9489100496326744
Client 5,2011_4,0.9562794207566627
Client 5,2011_5,0.9441397036975847
Client 5,2011_6,0.9404664181014932
Client 5,2011_7,0.9462350004207474
Client 5,2011_8,0.9358864730006091
Client 5,2011_9,0.9317335619064586
Client 5,2011_10,0.9434634081743164
Client 5,2011_11,0.9170486173147944
Client 5,2011_12,0.8647582041355436
Client 5,2012_1,0.9555644774830625
Client 5,2012_2,0.953035370937893
Client 5,2012_3,0.9591251667164118
Client 5,2012_4,0.840637699909573
Client 5,2012_5,0.9452896887755181
Client 5,2012_6,0.8852395674824287
Client 5,2012_7,0.938245973570784
Client 5,2012_8,0.9414990488304621
Client 5,2012_9,0.9339765028425623
Client 5,2012_10,0.9680266521021803
Client 6,2010_2,0.9319157200513791
Client 6,2010_3,0.9035883021107053
Client 6,2010_4,0.9208607802920785
Client 6,2010_5,0.9149809682343287
Client 6,2010_6,0.9069520723071747
Client 6,2010_7,0.8767831114838049
Client 6,2010_8,0.9029759022621547
Client 6,2010_9,0.9041634732474361
Client 6,2010_10,0.9118097452447744
Client 6,2010_11,0.9110414375629354
Client 6,2010_12,0.7636939727958038
Client 6,2011_1,0.9179279812873096
Client 6,2011_2,0.9221291622711673
Client 6,2011_3,0.949219262554505
Client 6,2011_4,0.9294060925421419
Client 6,2011_5,0.9019384736642496
Client 6,2011_6,0.8899994983270195
Client 6,2011_7,0.9108660597273311
Client 6,2011_8,0.9126534992930232
Client 6,2011_9,0.8980487605742459
Client 6,2011_10,0.9081129283174755
Client 6,2011_11,0.8902600672239936
Client 6,2011_12,0.8366163724096845
Client 6,2012_1,0.9093391583503015
Client 6,2012_2,0.9091080861924636
Client 6,2012_3,0.9308194370215377
Client 6,2012_4,0.8752912643513227
Client 6,2012_5,0.910107947450005
Client 6,2012_6,0.8731873334321987
Client 6,2012_7,0.9187581520063982
Client 6,2012_8,0.8995988173654735
Client 6,2012_9,0.9156632570071916
Client 6,2012_10,0.9064308748939486
Client 7,2010_2,0.9591848769913452
Client 7,2010_3,0.9525043626468115
Client 7,2010_4,0.9340957073366142
Client 7,2010_5,0.9186473441807864
Client 7,2010_6,0.9253169323051401
Client 7,2010_7,0.9417413282445548
Client 7,2010_8,0.9585334614481523
Client 7,2010_9,0.951083436682716
Client 7,2010_10,0.9776946207037978
Client 7,2010_11,0.9423035481464233
Client 7,2010_12,0.9006774837282225
Client 7,2011_1,0.9636354496535607
Client 7,2011_2,0.9510420649910422
Client 7,2011_3,0.9686605185143206
Client 7,2011_4,0.9566503307798618
Client 7,2011_5,0.9482303140867331
Client 7,2011_6,0.9519231061869042
Client 7,2011_7,0.9623306358912385
Client 7,2011_8,0.9599317504300672
Client 7,2011_9,0.9482529965892379
Client 7,2011_10,0.9767195718184156
Client 7,2011_11,0.9468157419087363
Client 7,2011_12,0.8912513186512189
Client 7,2012_1,0.9733140559858326
Client 7,2012_2,0.9484253913517408
Client 7,2012_3,0.9723702886331891
Client 7,2012_4,0.9403256051159197
Client 7,2012_5,0.9401011489498059
Client 7,2012_6,0.9474548330909206
Client 7,2012_7,0.9645772603564919
Client 7,2012_8,0.9693145472333435
Client 7,2012_9,0.9622100421603855
Client 7,2012_10,0.9672153600089483
Client 8,2010_2,0.8952816632520572
Client 8,2010_3,0.8882279797486898
Client 8,2010_4,0.9179562169256521
Client 8,2010_5,0.8930491350902263
Client 8,2010_6,0.9498381728507035
Client 8,2010_7,0.9347600475516102
Client 8,2010_8,0.9384931684744481
Client 8,2010_9,0.9343921867346477
Client 8,2010_10,0.9181906800149815
Client 8,2010_11,0.9070478380283004
Client 8,2010_12,0.8702652629623782
Client 8,2011_1,0.9283855491508459
Client 8,2011_2,0.9339118656915134
Client 8,2011_3,0.9198204447795348
Client 8,2011_4,0.8815594242392986
Client 8,2011_5,0.9547661541344907
Client 8,2011_6,0.9556971563487839
Client 8,2011_7,0.9576592197408721
Client 8,2011_8,0.96980516463847
Client 8,2011_9,0.9557846839495545
Client 8,2011_10,0.9374279615274704
Client 8,2011_11,0.9250735629753255
Client 8,2011_12,0.8807237988433997
Client 8,2012_1,0.959374277344939
Client 8,2012_2,0.9368559211779338
Client 8,2012_3,0.9406683842548452
Client 8,2012_4,0.9523195389326095
Client 8,2012_5,0.9386626754389937
Client 8,2012_6,0.9510261434068962
Client 8,2012_7,0.9659656081492133
Client 8,2012_8,0.962201177959054
Client 8,2012_9,0.9516302349616713
Client 8,2012_10,0.9587205077246476
Client 9,2010_2,0.9398448022811086
Client 9,2010_3,0.9472580402581464
Client 9,2010_4,0.9044899621446435
Client 9,2010_5,0.8955923046658384
Client 9,2010_6,0.8725122767766547
Client 9,2010_7,0.9411396438866583
Client 9,2010_8,0.9395911380052004
Client 9,2010_9,0.9288391857913058
Client 9,2010_10,0.956469993792533
Client 9,2010_11,0.816173416822824
Client 9,2010_12,0.8445527797181539
Client 9,2011_1,0.9307288866596736
Client 9,2011_2,0.9412423820911283
Client 9,2011_3,0.941914352380507
Client 9,2011_4,0.9098616120003333
Client 9,2011_5,0.9005108595992912
Client 9,2011_6,0.9151563610968185
Client 9,2011_7,0.9304108052349173
Client 9,2011_8,0.9184234927348462
Client 9,2011_9,0.922536432840268
Client 9,2011_10,0.9425563514903471
Client 9,2011_11,0.8372078788345081
Client 9,2011_12,0.852810002559102
Client 9,2012_1,0.9508911421303916
Client 9,2012_2,0.9407163660359761
Client 9,2012_3,0.9446659849534902
Client 9,2012_4,0.9148351264627934
Client 9,2012_5,0.9185560291628005
Client 9,2012_6,0.9168127484314436
Client 9,2012_7,0.9571612958514443
Client 9,2012_8,0.9629394702693588
Client 9,2012_9,0.9292057549076935
Client 9,2012_10,0.9489867194032681
