Client,Round,R² Score
Client 9,2011_7,0.9995611455993387
Client 9,2011_8,0.9998841426257356
Client 9,2011_9,0.9998071694854817
Client 9,2011_10,0.9996064485560964
Client 9,2011_11,0.9999229464135486
Client 9,2011_12,0.9998649190141352
Client 9,2012_1,0.9999623087061611
Client 9,2012_2,0.9998970496471806
Client 9,2012_3,0.9994010917933683
Client 9,2012_4,0.99994130584357
Client 9,2012_5,0.9999533841605143
Client 9,2012_6,0.9999244554923515
Client 9,2012_7,0.999893276264619
Client 9,2012_8,0.9996998659578498
